project_id,project_type,project_cost_musd,debt_ratio,interest_rate,construction_delay_months,cost_overrun_pct,gdp_growth,inflation_rate,sovereign_risk_score,traffic_demand_index,dscr,llcr,plcr,risk_category
1,Port,241.02823159376254,0.8844938815568756,4.867631627252072,19,5.204135452686548,-2.0235420430322386,5.009278562936447,14.479555968587265,122.96193243705554,0.6227585026252919,1.3081760208987578,1.5462885753833235,High Risk
2,Telecom,4400.461672268618,0.5982820369938703,8.697070132788344,14,10.191572790559722,9.65478071719444,12.327245303635674,79.15318194336264,92.70723314370106,1.3094456566163655,2.097654060587828,2.5245986474719473,Medium Risk
3,Airport,1608.9194759217157,0.5036376721209677,6.830259241272156,8,1.9049748512894538,1.6222210449783816,12.811051756136838,1.156132010208677,61.98805265554923,1.3659792107154893,1.653270920559545,1.9662672372949688,Medium Risk
4,Telecom,688.445594239468,0.6735232146073307,3.1450557403898785,9,7.24889727133784,-1.878905334833978,12.32670528104396,32.159342468730834,129.1714446812117,1.0176206526342717,1.5776924877146643,2.0359915035401794,Medium Risk
5,Telecom,2368.8831235810785,0.6435881718748034,3.253484946150895,5,45.65911713347632,0.45448990722142923,9.957710614823721,51.66514604239306,116.94137695004602,0.813455354007076,1.168989116531613,1.506932619488888,High Risk
6,Renewable Energy,3011.615074695293,0.7156356020827175,7.240208866242799,16,11.107246395865655,4.202641848057803,5.266977362317248,92.89478038077232,130.0692716740985,0.97937118940036,1.6933790253958252,2.0414194500395886,High Risk
7,Airport,203.30448694142513,0.8187091442279382,4.64903280214819,11,33.104860817293144,2.680413034170587,9.91083619675252,57.345220937241095,81.5888120255015,0.710654638624248,1.3554521467512028,1.5398055454465325,High Risk
8,Airport,1410.7335083725843,0.8369723208601789,8.265378433302681,23,34.57836245676892,4.526755342454004,14.433163483836745,29.490397601488937,140.91196381433753,0.493046714845752,0.7989799238923166,1.174996272374277,High Risk
9,Airport,212.35937767063527,0.6604919998446768,6.673726035948192,8,32.2662729709794,4.927859177777156,10.077394952956771,35.219068734611945,76.27308114849257,1.004681045778844,1.503345473787117,1.8962375152678024,Medium Risk
10,Telecom,2130.6601765177197,0.6719382974825401,8.889778519857504,1,27.696052436793167,-3.149284524307432,14.389502105317028,33.915895019285244,78.97636954363858,0.9366226424203054,1.136395577334833,1.453817174665315,High Risk
11,Port,4480.745143877909,0.5592710921317895,11.571556566575564,15,24.30651737234059,-0.27672554039705943,5.264126338389445,18.036937957621568,103.63761061338568,0.8893619679328926,1.579333969357048,1.9893354616689527,High Risk
12,Airport,4914.129436893168,0.5190190435524654,7.758625213157282,15,20.99604208904208,6.230514861824018,12.84401498935069,14.484867688114056,149.7342378987427,1.1579359814118342,1.55077066217514,1.8918704061918032,Medium Risk
13,Telecom,3203.385389842956,0.7564859960940099,10.086407432310896,21,45.844934830914234,4.755508737301902,11.058558770898886,48.06354271046324,70.21526401302049,0.5077299177159047,0.7816879853406931,1.2031540498705724,High Risk
14,Renewable Energy,850.1065842337294,0.525775050221077,9.777368966843433,22,0.475718043857265,-3.6747749476087765,12.468857212864423,27.02610411367243,133.8504035497656,0.9192245209120872,1.3501018575651038,1.662019440738984,High Risk
15,Port,4533.9544804965635,0.7935320477685823,11.296119938914787,0,2.674481301345766,-0.27278621753237253,10.950681534109773,9.184286820498855,50.23524359302789,1.1715395526919887,1.7883105205163001,2.199333286259093,Medium Risk
16,Renewable Energy,2605.4267248402994,0.715636058008899,4.926160805142056,20,24.625623275132426,8.969832240547204,7.725080112389009,21.647865682185664,73.75216027427115,0.9072026764561929,1.4645826626024037,1.7909939259962373,High Risk
17,Port,811.0590949094445,0.5794331912904334,10.445942737064467,10,16.52550409020965,7.930189838251621,10.612049720403737,52.07260735966286,84.61417144055957,1.2932174629550188,1.6953960956640657,2.2011495199733497,Medium Risk
18,Telecom,4612.547013785724,0.7158091774050599,11.14968340654218,20,20.411510655162658,5.059642788692832,14.049258777937787,25.689322835089346,114.86076032164144,0.8318649997040984,1.3108761304331116,1.5772997181455024,High Risk
19,Transportation,3799.47180107936,0.5731990866408395,6.534866828528199,2,49.89242597794706,-3.9070426919535395,6.845576573625941,23.77421824208095,61.37584188169676,0.7706653728210835,1.212311993842218,1.502998347857782,High Risk
20,Port,3671.9410999796,0.6754948830041648,5.824345751390713,1,38.756734959811006,4.105827798815785,14.324434091821452,62.06564957592893,62.870041720731436,1.0401126013621986,1.3532965601219675,1.586993987084853,Medium Risk
21,Renewable Energy,3560.444483782303,0.8198241264968915,11.568323187104589,13,43.87039779941125,-4.817178022405727,1.6915998122957896,68.94163652973997,64.6357182693413,0.33695655483682413,0.5,0.7612543270468974,High Risk
22,Telecom,1041.6821144273895,0.684767717364255,8.648695399249812,0,18.428728212280703,4.916896077545401,1.198417547131876,24.12458887226765,116.25541768999021,1.2784518828393001,1.7771637536528067,2.025362855289259,Medium Risk
23,Port,1094.4831239522541,0.5594797273190193,6.426088367173215,5,11.97802200030884,5.968173235098325,7.913239938162022,47.21412871585802,61.46418142591533,1.3997852497308418,2.0167866044994476,2.52272986291147,Medium Risk
24,Transportation,3457.0503422149122,0.789531472729178,10.126449488384672,6,38.39952341612231,2.4586542940673857,12.87918133020933,76.4566753020743,89.82251650415886,0.7802329219316206,1.2770445372349628,1.786266116868085,High Risk
25,Transportation,1137.6276130464646,0.5747073665080036,5.740265114541436,1,40.37880471285563,-4.942900333984721,4.469695030625174,68.99042586040281,65.66765371592695,0.8532175763438986,1.7631669413966056,2.05131203706388,High Risk
26,Airport,2221.424899175092,0.7954199497480439,4.587668274628759,1,27.49492229870938,4.999151776058332,10.707933981869626,6.929072493369127,88.20706464895628,1.0596053805466124,1.4404484418732957,1.8827093510669262,Medium Risk
27,Airport,3920.90903669001,0.6917409156863333,7.89572672217935,14,44.797075732365215,7.29610128308366,8.656669592226311,36.00708039334247,121.40438531823456,0.7991713654825243,1.2907943031914177,1.5746948851322111,High Risk
28,Renewable Energy,3930.5649645843127,0.6814967036377206,8.09590840419543,20,48.366262839766286,3.7880120197175913,5.071131525746062,72.32756918804823,77.7723524302914,0.5484810285561442,1.1457004607345245,1.489041988284599,High Risk
29,Port,2293.645774003005,0.8405740151429899,10.431718340406043,4,23.551033921565505,5.637962570976377,5.001107512110476,17.943749042281233,111.76462329756902,1.0130545227706462,1.6011947491098333,2.054794103288447,Medium Risk
30,Port,3971.3401944624634,0.7834414097362675,7.11324619518387,12,11.13333338903661,-3.64517961016745,2.0258668108818068,19.592718256186693,74.8504810495736,0.7558698680683429,1.2046911807121394,1.4814139041189602,High Risk
31,Airport,4201.177891180381,0.5131643187819757,10.331278855548074,18,25.855655352565687,5.729827775142763,8.506996323037539,63.017170778242395,123.75737108129601,1.0401739609466505,1.5293306299126,1.7293428537111168,Medium Risk
32,Port,3291.139968857088,0.618469725840641,5.801904114135047,18,49.476661183781836,4.21289443062423,7.30197278664862,28.37509535800702,127.7065451425594,0.6531504952402675,1.1364853451347074,1.4836300374567588,High Risk
33,Port,1180.7079689266798,0.8483682643399595,8.178313819600127,14,14.646342984153998,-0.03470412453748217,5.051922256172119,32.375042721824954,81.03937386135841,0.7241271820823761,1.360779984971595,1.5800257655452548,High Risk
34,Transportation,1406.3583129084602,0.5073304674180794,4.876255010106442,0,30.87996618664005,5.28000992957222,14.586053017180378,52.28156192394549,52.378969053234755,1.3422701686026868,1.7032898859788244,2.0069051809028715,Medium Risk
35,Airport,1608.46371927324,0.7181013785047882,6.469013558249367,2,34.699183203497356,4.683743236141302,12.458646486672126,75.05806170008812,62.90854931035956,1.035419086544477,1.048670653600354,1.3814921029525955,Medium Risk
36,Telecom,628.1803332830624,0.7911302676695775,10.71785728049566,17,10.69643971726385,3.991903599983715,8.349311792234543,49.82888635729705,99.09555401533437,0.8816624431572954,1.3130397134292888,1.681176184824304,High Risk
